Start Station Key,Station Name,Station Geometry,Total_x,Total_y,diff,bike-out more than bike-in,station_dock_in_service,Ridership_per_Dock,longitude,latitude
205,California Ave & Francis Pl (Temp),POINT (-87.69742280200001 41.918491154),2547.0,2602.0,-55.0,False,15,0.8670068000000001,-87.697422802,41.918491154
206,Kosciuszko Park,POINT (-87.723777364 41.930585371),1588.0,1761.0,-173.0,False,15,0.54047619,-87.723777364,41.930585371
207,Campbell Ave & Fullerton Ave,POINT (-87.68930700600001 41.924632472),2570.0,2551.0,19.0,True,15,0.87482993,-87.68930700600002,41.924632472
208,Spaulding Ave & Armitage Ave,POINT (-87.710220963 41.917108035),1898.0,1980.0,-82.0,False,15,0.64591837,-87.710220963,41.917108035
209,Humboldt Blvd & Armitage Ave,POINT (-87.701808955 41.917513394),3533.0,3635.0,-102.0,False,19,0.94924812,-87.701808955,41.917513394000004
210,St. Louis Ave & Fullerton Ave,POINT (-87.71449506299999 41.924815597),2305.0,2428.0,-123.0,False,15,0.78435374,-87.71449506299999,41.924815597
211,Richmond St & Diversey Ave,POINT (-87.70119513 41.931901969),1430.0,1491.0,-61.0,False,15,0.48707483,-87.70119513,41.931901969
212,Albany Ave & Bloomingdale Ave,POINT (-87.70512646200001 41.914026713),2054.0,2000.0,54.0,True,15,0.69897959,-87.70512646200001,41.914026713
213,Dorchester Ave & 63rd St,POINT (-87.591415989 41.780405646),754.0,770.0,-16.0,False,11,0.34972171,-87.591415989,41.780405646
214,Lake Park Ave & 56th St,POINT (-87.58778199999999 41.793242),3643.0,3646.0,-3.0,False,19,0.97878625,-87.58778199999998,41.793242
215,Shore Dr & 55th St,POINT (-87.580715 41.795212),8974.0,9099.0,-125.0,False,19,2.40977444,-87.580715,41.795212
216,Rhodes Ave & 71st St,POINT (-87.611726 41.76600000000001),38.0,34.0,4.0,True,11,0.01808905,-87.611726,41.76600000000001
217,University Ave & 57th St,POINT (-87.599861 41.79147800000001),3989.0,4009.0,-20.0,False,31,0.65651745,-87.599861,41.79147800000001
218,Cottage Grove Ave & 67th St,POINT (-87.60563486 41.773720952),225.0,227.0,-2.0,False,11,0.10435993,-87.60563486,41.773720952
219,Ellis Ave & 58th St,POINT (-87.60133399999999 41.788746),2509.0,2506.0,3.0,True,19,0.67373792,-87.60133399999998,41.788746
220,Stony Island Ave & 64th St,POINT (-87.586647 41.778881),362.0,346.0,16.0,True,11,0.16790353,-87.586647,41.778881
221,63rd St Beach,POINT (-87.57611976 41.781016372),2091.0,2102.0,-11.0,False,15,0.7122449000000001,-87.57611976,41.781016371999996
222,Stony Island Ave & 71st St,POINT (-87.586460878 41.766492937),340.0,354.0,-14.0,False,11,0.15769944,-87.586460878,41.766492936999995
223,Ellis Ave & 55th St,POINT (-87.601449773 41.794300621),2512.0,2483.0,29.0,True,19,0.6745435000000001,-87.601449773,41.794300621
224,Cottage Grove Ave & 63rd St,POINT (-87.60583609299999 41.780600945),401.0,423.0,-22.0,False,15,0.13639456,-87.605836093,41.780600945
225,DuSable Museum,POINT (-87.60785217700001 41.791568011),582.0,592.0,-10.0,False,11,0.26994434,-87.60785217700001,41.791568011
226,Eberhart Ave & 61st St,POINT (-87.61330783 41.784141693),401.0,428.0,-27.0,False,11,0.18599258,-87.61330783,41.784141693
227,Harper Ave & 59th St,POINT (-87.58831517 41.787942813),1450.0,1411.0,39.0,True,15,0.49319728,-87.58831517,41.787942813
228,Ellis Ave & 60th St,POINT (-87.601072761 41.785097146),3162.0,3165.0,-3.0,False,19,0.849087,-87.601072761,41.785097146
229,MLK Jr Dr & 56th St,POINT (-87.615853262 41.79342945699999),340.0,342.0,-2.0,False,11,0.15816327,-87.615853262,41.793429456999995
230,MLK Jr Dr & 63rd St,POINT (-87.61594285700001 41.780080637),238.0,250.0,-12.0,False,11,0.11085343,-87.61594285700001,41.780080637
231,Museum of Science and Industry,POINT (-87.58394500899999 41.79172821),2767.0,2731.0,36.0,True,27,0.52305367,-87.58394500899998,41.79172821
233,Damen Ave & Clybourn Ave,POINT (-87.67785600000001 41.931931),2795.0,3070.0,-275.0,False,15,0.95136054,-87.67785600000002,41.931931
234,Clark St & Armitage Ave,POINT (-87.63628199999999 41.918306),18352.0,17350.0,1002.0,True,31,3.02172482,-87.63628199999998,41.918306
235,Clark St & Drummond Pl,POINT (-87.644336 41.931248),13310.0,13520.0,-210.0,False,23,2.95297249,-87.644336,41.931248
236,Clark St & North Ave,POINT (-87.63194200000001 41.911974),9153.0,9337.0,-184.0,False,15,3.11462585,-87.63194200000002,41.911974
237,Larrabee St & Webster Ave,POINT (-87.64414000000001 41.921822),15907.0,16396.0,-489.0,False,19,4.27443609,-87.64414000000002,41.921822
238,Halsted St & Dickens Ave,POINT (-87.64883 41.919936),9609.0,10172.0,-563.0,False,23,2.13243123,-87.64883,41.919936
239,Sedgwick St & Webster Ave,POINT (-87.63888799999999 41.922167),7929.0,7750.0,179.0,True,15,2.69727891,-87.63888799999998,41.922167
240,Sheffield Ave & Wrightwood Ave,POINT (-87.65383299999999 41.928712),9569.0,9257.0,312.0,True,31,1.57620145,-87.65383299999998,41.928712
241,Racine Ave & Wrightwood Ave,POINT (-87.65897099999999 41.928887),4088.0,4064.0,24.0,True,15,1.39183673,-87.65897099999998,41.928886999999996
242,Wells St & Concord Ln,POINT (-87.63465600000001 41.912133),19059.0,19353.0,-294.0,False,19,5.11976369,-87.63465600000002,41.912133000000004
243,Lake Shore Dr & North Blvd,POINT (-87.62680400000001 41.911722),22472.0,23122.0,-650.0,False,39,2.94256934,-87.62680400000002,41.911722
244,Lincoln Ave & Fullerton Ave,POINT (-87.64926 41.925905),12575.0,12711.0,-136.0,False,15,4.28027211,-87.64926,41.925905
245,Clifton Ave & Armitage Ave,POINT (-87.656936 41.91821599999999),5917.0,6011.0,-94.0,False,15,2.01428571,-87.656936,41.918215999999994
246,Halsted St & Wrightwood Ave,POINT (-87.64907700000001 41.929143),9304.0,9312.0,-8.0,False,15,3.16836735,-87.64907700000002,41.929142999999996
247,Lincoln Ave & Diversey Pkwy,POINT (-87.65861700000001 41.932225),7494.0,7435.0,59.0,True,15,2.55136054,-87.65861700000002,41.932225
248,Sedgwick St & North Ave,POINT (-87.638677 41.911386),8180.0,7807.0,373.0,True,19,2.19683136,-87.638677,41.911386
249,Southport Ave & Wrightwood Ave,POINT (-87.66391299999999 41.928773),5469.0,5593.0,-124.0,False,15,1.86156463,-87.66391299999998,41.928773
250,Lakeview Ave & Fullerton Pkwy,POINT (-87.63897299999999 41.92585800000001),15365.0,15138.0,227.0,True,19,4.13023631,-87.63897299999998,41.92585800000001
251,Lake Shore Dr & Diversey Pkwy,POINT (-87.636427 41.932588),15073.0,15143.0,-70.0,False,23,3.34649512,-87.636427,41.932588
252,Theater on the Lake,POINT (-87.63083399999999 41.926277),25067.0,26421.0,-1354.0,False,31,4.12820935,-87.63083399999998,41.926277
253,Bissell St & Armitage Ave,POINT (-87.65222 41.91844),11514.0,12132.0,-618.0,False,15,3.91734694,-87.65222,41.918440000000004
254,Ashland Ave & Wrightwood Ave,POINT (-87.66850699999999 41.92883),3767.0,3976.0,-209.0,False,15,1.28129252,-87.66850699999998,41.92883
255,Halsted St & Willow St,POINT (-87.64875500000001 41.913865),6312.0,6265.0,47.0,True,19,1.69548872,-87.64875500000002,41.913865
256,Sheffield Ave & Willow St,POINT (-87.652855 41.913688),7530.0,7914.0,-384.0,False,15,2.56156463,-87.652855,41.913688
257,Larrabee St & Menomonee St,POINT (-87.64331999999999 41.91468),3253.0,3101.0,152.0,True,15,1.10782313,-87.64331999999997,41.91468
258,Sheffield Ave & Webster Ave,POINT (-87.653818 41.92154),9526.0,9634.0,-108.0,False,19,2.55880773,-87.653818,41.92154
259,Clark St & Wrightwood Ave,POINT (-87.643118 41.929546),13059.0,13203.0,-144.0,False,15,4.44795918,-87.643118,41.929546
260,Stockton Dr & Wrightwood Ave,POINT (-87.63874200000001 41.93132),13085.0,13115.0,-30.0,False,15,4.45578231,-87.63874200000002,41.93132
261,Clark St & Lincoln Ave,POINT (-87.63460000000001 41.915689),17884.0,17906.0,-22.0,False,23,3.96827862,-87.63460000000002,41.915689
262,Larrabee St & Armitage Ave,POINT (-87.643749 41.918084),6173.0,5990.0,183.0,True,15,2.10068027,-87.643749,41.918084
263,Greenview Ave & Fullerton Ave,POINT (-87.6658 41.92533),6015.0,6590.0,-575.0,False,15,2.0462585,-87.6658,41.925329999999995
264,Southport Ave & Clybourn Ave,POINT (-87.663712 41.920771),3684.0,3781.0,-97.0,False,15,1.25612245,-87.663712,41.920771
265,Wilton Ave & Diversey Pkwy,POINT (-87.65270500000001 41.932418),9085.0,8730.0,355.0,True,35,1.32521866,-87.65270500000003,41.932418
266,Racine Ave & Fullerton Ave,POINT (-87.65840426 41.92556258),6162.0,6189.0,-27.0,False,19,1.65601504,-87.65840426,41.92556258
267,Cannon Dr & Fullerton Ave,POINT (-87.634428785 41.926755988),6278.0,6192.0,86.0,True,15,2.13741497,-87.634428785,41.926755988000004
268,Winchester Ave & Elston Ave,POINT (-87.67646007499999 41.92409085),2100.0,2128.0,-28.0,False,15,0.71428571,-87.67646007499998,41.92409085
269,Sheffield Ave & Fullerton Ave,POINT (-87.65370804200001 41.925601882),6723.0,5812.0,911.0,True,27,1.27040816,-87.653708042,41.925601881999995
270,Lincoln Park Conservatory,POINT (-87.635824531 41.923931311),9324.0,9028.0,296.0,True,31,1.5355497,-87.635824531,41.923931311
272,Clark St & Newport St,POINT (-87.654678 41.94454),8645.0,9099.0,-454.0,False,15,2.9452381,-87.654678,41.94454
273,Southport Ave & Belmont Ave,POINT (-87.663747668 41.93947775),5682.0,5696.0,-14.0,False,15,1.93333333,-87.663747668,41.93947775
274,Broadway & Barry Ave,POINT (-87.644097805 41.937582316),18232.0,18751.0,-519.0,False,19,4.90735768,-87.644097805,41.937582316
275,Lake Shore Dr & Belmont Ave,POINT (-87.63919200000001 41.940775),15194.0,15445.0,-251.0,False,19,4.09103115,-87.63919200000002,41.940775
276,Broadway & Belmont Ave,POINT (-87.64545099999999 41.940106),10194.0,10468.0,-274.0,False,19,2.74087003,-87.64545099999998,41.940106
277,Broadway & Cornelia Ave,POINT (-87.646439 41.945529),13945.0,13919.0,26.0,True,23,3.09649512,-87.646439,41.945529
278,Wilton Ave & Belmont Ave,POINT (-87.65304 41.94018),13786.0,14183.0,-397.0,False,27,2.60922147,-87.65304,41.94018
279,Sheffield Ave & Wellington Ave,POINT (-87.65266200000001 41.936266),10749.0,10993.0,-244.0,False,23,2.38686779,-87.65266200000002,41.936265999999996
280,Halsted St & Roscoe St,POINT (-87.64895 41.94367),12569.0,12741.0,-172.0,False,15,4.27993197,-87.64895,41.943670000000004
281,Lincoln Ave & Addison St,POINT (-87.67330799999999 41.946176),1994.0,2082.0,-88.0,False,19,0.53705693,-87.67330799999998,41.946176
282,Lincoln Ave & Roscoe St,POINT (-87.67097 41.94334),6274.0,6453.0,-179.0,False,19,1.68716434,-87.67097,41.94334
283,Ashland Ave & Wellington Ave,POINT (-87.66980699999999 41.936083),3539.0,3610.0,-71.0,False,19,0.95032223,-87.66980699999998,41.936083
284,Lincoln Ave & Belmont Ave,POINT (-87.668385 41.939365),5813.0,5993.0,-180.0,False,15,1.97891156,-87.668385,41.939365
285,Southport Ave & Roscoe St,POINT (-87.66401999999999 41.943739),10671.0,11287.0,-616.0,False,19,2.86895811,-87.66401999999998,41.943739
286,Burling St & Diversey Pkwy,POINT (-87.64775999999999 41.93314),8235.0,8598.0,-363.0,False,19,2.2132116,-87.64775999999998,41.93314
287,Southport Ave & Wellington Ave,POINT (-87.66357600000001 41.935733),6705.0,6826.0,-121.0,False,19,1.80102041,-87.66357600000002,41.935733
288,Racine Ave & Belmont Ave,POINT (-87.65886500000001 41.939743),7293.0,7378.0,-85.0,False,15,2.48333333,-87.65886500000002,41.939743
289,Clark St & Wellington Ave,POINT (-87.64753865799999 41.936496822),12028.0,12174.0,-146.0,False,15,4.09727891,-87.64753865799999,41.936496821999995
290,Greenview Ave & Diversey Pkwy,POINT (-87.665936351 41.932589634),3298.0,3219.0,79.0,True,15,1.12346939,-87.665936351,41.932589634
291,Lake Shore Dr & Wellington Ave,POINT (-87.63682901899999 41.936688449),17743.0,18003.0,-260.0,False,15,6.03911565,-87.63682901899998,41.936688449
292,Bernard St & Elston Ave,POINT (-87.713949 41.949923),441.0,492.0,-51.0,False,11,0.20500928,-87.713949,41.949923
293,Leavitt St & Belmont Ave,POINT (-87.68328199999999 41.93935399999999),1577.0,1817.0,-240.0,False,15,0.53809524,-87.68328199999998,41.93935399999999
294,Albany Ave & Montrose Ave,POINT (-87.705866 41.96104099999999),1353.0,1365.0,-12.0,False,11,0.62847866,-87.705866,41.96104099999999
295,Drake Ave & Addison St,POINT (-87.71758199999999 41.947326),364.0,325.0,39.0,True,15,0.12380952,-87.71758199999998,41.947326000000004
296,California Ave & Montrose Ave,POINT (-87.69543900000001 41.961068),2805.0,2864.0,-59.0,False,15,0.96598639,-87.69543900000002,41.961068
297,Western Ave & Roscoe St,POINT (-87.687288 41.943034),1801.0,1909.0,-108.0,False,11,0.83580705,-87.687288,41.943034000000004
298,Kimball Ave & Belmont Ave,POINT (-87.711561 41.939398),1329.0,1344.0,-15.0,False,15,0.45238095,-87.711561,41.939398
299,Avers Ave & Belmont Ave,POINT (-87.723574 41.939408),1193.0,1246.0,-53.0,False,11,0.55426716,-87.723574,41.939408
300,Lincoln Ave & Belle Plaine Ave,POINT (-87.680161446 41.956003551),3556.0,3589.0,-33.0,False,15,1.21088435,-87.680161446,41.956003551
301,Damen Ave & Wellington Ave,POINT (-87.67841999999999 41.93588),2964.0,3119.0,-155.0,False,15,1.00816327,-87.67841999999997,41.93588
302,Seeley Ave & Roscoe St,POINT (-87.679618 41.943403),3149.0,3324.0,-175.0,False,11,1.46150278,-87.679618,41.943403
303,Leavitt St & Addison St,POINT (-87.683359 41.946655),1347.0,1272.0,75.0,True,15,0.45850340000000006,-87.683359,41.946655
304,Damen Ave & Melrose Ave,POINT (-87.6785 41.9406),2028.0,2052.0,-24.0,False,15,0.69047619,-87.6785,41.9406
305,Monticello Ave & Irving Park Rd,POINT (-87.71912818 41.954004839),854.0,875.0,-21.0,False,15,0.29183673,-87.71912818,41.954004839
306,Sawyer Ave & Irving Park Rd,POINT (-87.7093108 41.953586179),945.0,1001.0,-56.0,False,15,0.32244898,-87.7093108,41.953586179
307,Oakley Ave & Irving Park Rd,POINT (-87.686079624 41.954340852),1420.0,1415.0,5.0,True,15,0.50544218,-87.686079624,41.954340852
308,California Ave & Byron St,POINT (-87.69805111299999 41.952162193),1668.0,1738.0,-70.0,False,19,0.4519334,-87.69805111299999,41.952162193
309,Troy St & Elston Ave,POINT (-87.70664990100001 41.945243568),1399.0,1521.0,-122.0,False,15,0.47619048,-87.70664990100002,41.945243568
310,Talman Ave & Addison St,POINT (-87.69461475799999 41.946635831),1537.0,1569.0,-32.0,False,15,0.52380952,-87.69461475799999,41.946635831
311,California Ave & Fletcher St,POINT (-87.69800775600001 41.938428791),1835.0,2204.0,-369.0,False,19,0.49328679,-87.69800775600002,41.938428791
312,Central Park Ave & Elbridge Ave,POINT (-87.716889294 41.935337283),1217.0,1195.0,22.0,True,15,0.41428571,-87.716889294,41.935337283
313,Wood St & Chicago Ave,POINT (-87.67206899999999 41.895634),2467.0,2824.0,-357.0,False,15,0.83945578,-87.67206899999998,41.895634
314,Leavitt St & Division St,POINT (-87.683825 41.902997),1519.0,1651.0,-132.0,False,15,0.5170068,-87.683825,41.902997
315,Paulina Ave & North Ave,POINT (-87.67007199999999 41.910337),5408.0,5495.0,-87.0,False,15,1.8414966,-87.67007199999998,41.910337
316,Damen Ave & Division St,POINT (-87.67843499999999 41.903266),5251.0,4985.0,266.0,True,19,1.41084855,-87.67843499999998,41.903265999999995
317,Ashland Ave & Chicago Ave,POINT (-87.66774699999999 41.89596599999999),4837.0,4911.0,-74.0,False,15,1.64557823,-87.66774699999998,41.89596599999999
318,Wood St & Milwaukee Ave,POINT (-87.672552 41.907655),8493.0,8986.0,-493.0,False,19,2.28061224,-87.672552,41.907655
319,California Ave & Division St,POINT (-87.697474 41.903029),3133.0,3426.0,-293.0,False,15,1.06598639,-87.697474,41.903029
320,Wood St & Augusta Blvd,POINT (-87.6722 41.899181),3589.0,3446.0,143.0,True,15,1.22108844,-87.6722,41.899181
321,Damen Ave & Grand Ave,POINT (-87.67684221299999 41.891264346),2501.0,2555.0,-54.0,False,23,0.55479148,-87.67684221299999,41.891264346
322,Damen Ave & Cortland St,POINT (-87.677335 41.915983),6464.0,6663.0,-199.0,False,19,1.73737916,-87.677335,41.915983000000004
323,Western Ave & Division St,POINT (-87.687275 41.902893),3059.0,2898.0,161.0,True,23,0.67879326,-87.687275,41.902893
324,Claremont Ave & Hirsch St,POINT (-87.68585400000001 41.907781),1302.0,1202.0,100.0,True,11,0.6038960999999999,-87.68585400000002,41.907781
325,Walsh Park,POINT (-87.667968 41.91461),2979.0,2742.0,237.0,True,23,0.6608252,-87.667968,41.914609999999996
326,Marshfield Ave & Cortland St,POINT (-87.668879 41.916017),4599.0,4465.0,134.0,True,23,1.0215173,-87.668879,41.916017
327,Damen Ave & Thomas St (Augusta Blvd),POINT (-87.677409 41.901315),4919.0,4545.0,374.0,True,19,1.32116004,-87.677409,41.901315000000004
328,Wood St & Hubbard St,POINT (-87.67147299999999 41.889899),1954.0,2006.0,-52.0,False,19,0.52524168,-87.67147299999998,41.889899
329,Ashland Ave & Augusta Blvd,POINT (-87.6677 41.899643),3878.0,3767.0,111.0,True,15,1.31904762,-87.6677,41.899643
330,Honore St & Division St,POINT (-87.673935 41.903119),6727.0,6663.0,64.0,True,27,1.27135299,-87.673935,41.903119000000004
331,California Ave & Cortez St,POINT (-87.696704 41.900363),2934.0,3014.0,-80.0,False,15,0.99897959,-87.696704,41.900363
332,Ashland Ave & Division St,POINT (-87.66774699999999 41.90345),12205.0,12583.0,-378.0,False,27,2.30706727,-87.66774699999998,41.90345
333,Western Ave & Walton St,POINT (-87.68659601600001 41.898417689),4240.0,4034.0,206.0,True,23,0.94099379,-87.68659601600002,41.898417689
334,Damen Ave & Pierce Ave,POINT (-87.67769192899999 41.909396007),11100.0,12268.0,-1168.0,False,23,2.46273292,-87.67769192899998,41.909396007
335,Troy St & North Ave,POINT (-87.70528048700001 41.909769302),2509.0,2585.0,-76.0,False,15,0.8537415,-87.70528048700001,41.909769302
337,Orleans St & Elm St,POINT (-87.637715 41.902924),2771.0,2691.0,80.0,True,15,0.94251701,-87.637715,41.902924
338,Wells St & Elm St,POINT (-87.63432399999999 41.903222),17062.0,16009.0,1053.0,True,23,3.78726708,-87.63432399999998,41.903222
339,Dearborn Pkwy & Delaware Pl,POINT (-87.629912 41.898969),14533.0,14691.0,-158.0,False,19,3.90655209,-87.629912,41.898969
340,Clark St & Schiller St,POINT (-87.631501 41.907993),13807.0,12200.0,1607.0,True,19,3.70864662,-87.631501,41.907993
341,State St & Pearson St,POINT (-87.628722 41.897448),6732.0,6177.0,555.0,True,27,1.27305367,-87.628722,41.897448
342,Halsted St & Clybourn Ave,POINT (-87.648128 41.909668),8990.0,9542.0,-552.0,False,27,1.69897959,-87.648128,41.909667999999996
343,Clybourn Ave & Division St,POINT (-87.640552 41.904613),3992.0,4116.0,-124.0,False,15,1.35816327,-87.640552,41.904613
344,Orleans St & Chestnut St (NEXT Apts),POINT (-87.637536 41.898203),5773.0,5641.0,132.0,True,15,1.96360544,-87.637536,41.898203
345,Clark St & Elm St,POINT (-87.63128 41.902973),23992.0,23723.0,269.0,True,39,3.13984825,-87.63128,41.902972999999996
346,Ritchie Ct & Banks St,POINT (-87.62621700000001 41.906866),8509.0,8283.0,226.0,True,15,2.89693878,-87.62621700000003,41.906866
347,Larrabee St & Kingsbury St,POINT (-87.642884 41.897764),6757.0,6263.0,494.0,True,43,0.80185097,-87.642884,41.897764
348,Larrabee St & North Ave,POINT (-87.6435 41.91021),3803.0,3636.0,167.0,True,19,1.02148228,-87.6435,41.91021
349,Wells St & Walton St,POINT (-87.63443006999999 41.89993001),5618.0,4400.0,1218.0,True,19,1.50886144,-87.63443006999998,41.89993001
350,Wells St & Evergreen Ave,POINT (-87.63483000000001 41.906724),15069.0,14956.0,113.0,True,19,4.04887218,-87.63483000000002,41.906724
351,Clark St & Chicago Ave,POINT (-87.63089000000001 41.89675),8807.0,8128.0,679.0,True,19,2.36707841,-87.63089000000002,41.89675
352,Sedgwick St & Schiller St,POINT (-87.638566 41.907626),2800.0,2640.0,160.0,True,15,0.95306122,-87.638566,41.907626
353,Franklin St & Chicago Ave,POINT (-87.63566762200001 41.896746973),7234.0,6999.0,235.0,True,23,1.60470275,-87.63566762200001,41.896746973
354,Larrabee St & Division St,POINT (-87.643353494 41.90348607),6513.0,6667.0,-154.0,False,23,1.44498669,-87.643353494,41.90348607
355,Larrabee St & Oak St,POINT (-87.64298546799999 41.900219493),3792.0,3682.0,110.0,True,19,1.01852846,-87.64298546799999,41.900219493
357,Ada St & 113th St,POINT (-87.655475736 41.687561623),,,,False,15,0.00272109,-87.655475736,41.687561623
358,Vincennes Ave & 104th St,POINT (-87.65686811 41.704925565),8.0,,,False,15,0.00272109,-87.65686811,41.704925565
359,Hale Ave & 107th St,POINT (-87.66891896700001 41.699206168),14.0,,,False,11,0.00649351,-87.66891896700001,41.699206168
360,Walden Pkwy & 100th St,POINT (-87.667733431 41.712164104),,,,False,15,0.00612245,-87.667733431,41.712164104
361,Halsted St & 111th St,POINT (-87.64261186100001 41.692262556),17.0,15.0,2.0,True,15,0.00578231,-87.64261186100002,41.692262555999996
362,Major Taylor Trail & 115th St,POINT (-87.645288706 41.684931595),,26.0,,False,15,0.00646259,-87.645288706,41.684931595
363,Racine Ave & Washington Blvd,POINT (-87.656952 41.883073),1625.0,1713.0,-88.0,False,11,0.75371058,-87.656952,41.883072999999996
364,Canal St & Taylor St,POINT (-87.63947399999999 41.870257),2776.0,2942.0,-166.0,False,15,0.94421769,-87.63947399999998,41.870257
365,May St & Taylor St,POINT (-87.6554864 41.8694821),5114.0,5188.0,-74.0,False,15,1.73945578,-87.6554864,41.8694821
366,Racine Ave & Randolph St,POINT (-87.656853 41.884069),2272.0,2333.0,-61.0,False,19,0.61063373,-87.656853,41.884069000000004
367,Canal St & Harrison St,POINT (-87.639573 41.874255),1287.0,1219.0,68.0,True,15,0.43809524,-87.639573,41.874255
368,Halsted St & Roosevelt Rd,POINT (-87.648625 41.867324),1971.0,1812.0,159.0,True,23,0.43722272,-87.648625,41.867323999999996
369,Green St & Madison St,POINT (-87.64878900000001 41.881892),11442.0,12699.0,-1257.0,False,27,2.16250945,-87.64878900000002,41.881892
370,900 W Harrison St,POINT (-87.649807 41.874754),2763.0,2669.0,94.0,True,19,0.7424812,-87.649807,41.874753999999996
371,Aberdeen St & Monroe St,POINT (-87.655519 41.880419),4342.0,4508.0,-166.0,False,19,1.16595059,-87.655519,41.880419
372,Aberdeen St & Jackson Blvd,POINT (-87.65478743 41.87772613),5982.0,5832.0,150.0,True,23,1.3271961,-87.65478743,41.87772613
373,Loomis St & Lexington St,POINT (-87.661501 41.872187),7854.0,7731.0,123.0,True,19,2.10902256,-87.661501,41.872187
374,Loomis St & Jackson Blvd,POINT (-87.66200699999999 41.877945),3230.0,3443.0,-213.0,False,19,0.86761547,-87.66200699999997,41.877945000000004
375,Sangamon St & Washington Blvd,POINT (-87.6511 41.88316500000001),4445.0,4586.0,-141.0,False,15,1.51190476,-87.6511,41.88316500000001
376,Ada St & Washington Blvd,POINT (-87.66120600000001 41.88283),4638.0,4568.0,70.0,True,15,1.57789116,-87.66120600000002,41.88283
377,Halsted St & Polk St,POINT (-87.64664 41.87184),3095.0,3187.0,-92.0,False,19,0.8310956,-87.64664,41.87184
378,Aberdeen St & Randolph St,POINT (-87.654264 41.884114),4177.0,4498.0,-321.0,False,15,1.4207483,-87.654264,41.884114000000004
379,Morgan St & Polk St,POINT (-87.65103000000001 41.871737),4452.0,4322.0,130.0,True,19,1.19548872,-87.65103000000002,41.871736999999996
380,Clinton St & Tilden St,POINT (-87.640795 41.875885),1688.0,1612.0,76.0,True,23,0.37466726,-87.640795,41.875885
381,Racine Ave & Congress Pkwy,POINT (-87.65703000000001 41.87464),1895.0,1717.0,178.0,True,19,0.50886144,-87.65703000000002,41.87464
382,Throop St & Taylor St,POINT (-87.65914100000001 41.868968),3667.0,3722.0,-55.0,False,15,1.24727891,-87.65914100000002,41.868968
383,Green St & Randolph St,POINT (-87.64867 41.883668),8464.0,9240.0,-776.0,False,15,2.88027211,-87.64867,41.883668
384,Peoria St & Jackson Blvd,POINT (-87.649617791 41.877641596),7382.0,7333.0,49.0,True,19,1.98361976,-87.649617791,41.877641596
385,Clinton St & Polk St,POINT (-87.64094913299999 41.87146651800001),530.0,603.0,-73.0,False,15,0.18027211,-87.64094913299999,41.871466518000005
386,Elizabeth (May) St & Fulton St,POINT (-87.658039927 41.886616486),2696.0,2708.0,-12.0,False,15,0.91836735,-87.658039927,41.886616486
387,Clinton St & Roosevelt Rd,POINT (-87.64108795899999 41.867117783),4274.0,4943.0,-669.0,False,15,1.4537415,-87.64108795899998,41.867117783000005
388,Morgan St & Lake St,POINT (-87.652304856 41.885483308),8423.0,9953.0,-1530.0,False,23,1.86867791,-87.652304856,41.885483308000005
389,Avenue O & 134th St,POINT (-87.539671361 41.651867802),37.0,41.0,-4.0,False,15,0.01258503,-87.539671361,41.651867802
390,Commercial Ave & 130th St,POINT (-87.550762296 41.659150428),,14.0,,False,15,0.00408163,-87.550762296,41.659150428000004
391,Torrence Ave & 126th Pl,POINT (-87.55721569100001 41.666312008),,,,False,15,0.00102041,-87.55721569100002,41.666312008
394,Lawndale Ave & 111th St,POINT (-87.71288573700001 41.69131919199999),,,,False,15,0.00102041,-87.71288573700001,41.691319191999995
395,Ravenswood Ave & Berteau Ave,POINT (-87.67356700000001 41.957921),1823.0,1824.0,-1.0,False,15,0.62176871,-87.67356700000002,41.957921
396,Clarendon Ave & Gordon Ter,POINT (-87.64962851999999 41.958472876),7596.0,7442.0,154.0,True,15,2.58809524,-87.64962851999998,41.958472876
397,Southport Ave & Waveland Ave,POINT (-87.66394 41.94815),9812.0,10151.0,-339.0,False,23,2.17923691,-87.66394,41.94815
398,Ravenswood Ave & Irving Park Rd,POINT (-87.67393 41.95469),3215.0,3204.0,11.0,True,19,0.86385607,-87.67393,41.95469
399,Wolcott (Ravenswood) Ave & Montrose Ave,POINT (-87.67616899999999 41.961406),3224.0,3228.0,-4.0,False,15,1.10204082,-87.67616899999999,41.961406
400,Clark St & Grace St,POINT (-87.659172 41.95078),8112.0,8078.0,34.0,True,23,1.80567879,-87.659172,41.95078
401,Lincoln Ave & Waveland Ave,POINT (-87.67527800000001 41.948797),3323.0,3415.0,-92.0,False,15,1.13095238,-87.67527800000002,41.948797
402,Southport Ave & Clark St,POINT (-87.664199 41.957081),2111.0,1990.0,121.0,True,11,0.9809833,-87.664199,41.957081
403,Ashland Ave & Belle Plaine Ave,POINT (-87.668835 41.956057),2056.0,2063.0,-7.0,False,11,0.95593692,-87.668835,41.956057
404,Paulina St & Montrose Ave,POINT (-87.671387 41.961507),2063.0,1957.0,106.0,True,15,0.70408163,-87.671387,41.961507
405,Broadway & Waveland Ave,POINT (-87.648636 41.949074),11653.0,11946.0,-293.0,False,15,3.97585034,-87.648636,41.949073999999996
406,Southport Ave & Irving Park Rd,POINT (-87.66435799999999 41.954177),3912.0,3705.0,207.0,True,15,1.33163265,-87.66435799999998,41.954177
