station_key,station_name,station_dock_in_service,station_geometry,Ridership_per_Dock,longitude,latitude
80,Halsted St & 73rd St,15,POINT (-87.64416097700001 41.761605438),0.01054422,-87.64416097700001,41.761605438
81,May St & 69th St,11,POINT (-87.652934 41.768938),0.02087199,-87.652934,41.768938
82,Racine Ave & 65th St,11,POINT (-87.654308 41.775393),0.02782931,-87.654308,41.775393
83,Halsted St & 59th St,11,POINT (-87.644874 41.787539),0.03339518,-87.644874,41.787539
84,Racine Ave & 61st St,11,POINT (-87.654372 41.783189),0.01298701,-87.654372,41.783189
85,Halsted St & 56th St,11,POINT (-87.644990057 41.792929646),0.02922078,-87.644990057,41.792929646
86,Halsted St & 63rd St,11,POINT (-87.644620815 41.779381142),0.09972171,-87.644620815,41.779381142
87,Wentworth Ave & 63rd St,11,POINT (-87.629746305 41.780079633),0.05797774,-87.629746305,41.780079633
88,Halsted St & 69th St,11,POINT (-87.64461357799999 41.76906172),0.033859,-87.64461357799999,41.76906172
89,Perry Ave & 69th St,11,POINT (-87.628195929 41.76929309),0.06076067,-87.628195929,41.76929309
90,Oglesby Ave & 100th St,15,POINT (-87.565841675 41.713397484),0.01292517,-87.565841675,41.713397484
92,East End Ave & 87th St,15,POINT (-87.58280128200001 41.736815214),0.01394558,-87.58280128200001,41.736815214
93,Baltimore Ave & 87th St,15,POINT (-87.54851460499999 41.7373356),0.02380952,-87.54851460499999,41.7373356
94,Ewing Ave & Burnham Greenway,11,POINT (-87.53481388100001 41.712748761),0.0041744,-87.53481388100001,41.712748761
95,Houston Ave & 92nd St,15,POINT (-87.549700141 41.728204215),0.01870748,-87.549700141,41.728204215
96,Big Marsh Park,15,POINT (-87.573823929 41.685877056),0.01122449,-87.573823929,41.685877056
97,Marquette Ave & 89th St,15,POINT (-87.55834221799999 41.733668791),0.00918367,-87.55834221799999,41.733668791
98,Bradley Park,11,POINT (-87.564591765 41.717878302),0.00185529,-87.564591765,41.717878302
99,Torrence Ave & 106th St,15,POINT (-87.559726238 41.70280085),0.0047619,-87.559726238,41.70280085
100,Clyde Ave & 87th St,15,POINT (-87.57274031600001 41.737151464),0.00340136,-87.57274031600001,41.737151464
101,Constance Ave & 95th St,15,POINT (-87.578968406 41.722290741),0.00714286,-87.578968406,41.722290741
102,Avenue O & 118th St,15,POINT (-87.53793122299999 41.681001459),0.00204082,-87.53793122299999,41.681001459
103,Burnham Greenway & 105th St,11,POINT (-87.52823174 41.70457508699999),0.00927644,-87.52823174,41.70457508699999
104,Phillips Ave & 83rd St,11,POINT (-87.56506 41.744531),0.08441558,-87.56506,41.744531
105,Exchange Ave & 79th St,11,POINT (-87.552812 41.751731),0.07142857,-87.552812,41.751731
106,Stony Island Ave & South Chicago Ave,11,POINT (-87.585337 41.751173),0.06122449,-87.585337,41.751173
107,South Chicago Ave & 83rd St,11,POINT (-87.575225 41.743921),0.03061224,-87.575225,41.743921
108,South Chicago Ave & Elliot Ave,7,POINT (-87.580046 41.747363),0.0196793,-87.580046,41.747363
109,Commercial Ave & 83rd St,11,POINT (-87.551208 41.744615),0.09230056,-87.551208,41.744615
110,State St & 54th St,11,POINT (-87.625923 41.796642),0.07189239,-87.625923,41.796642
111,Union Ave & Root St,11,POINT (-87.64327800000001 41.819102),0.21660482,-87.64327800000001,41.819102
112,Racine Ave & Garfield Blvd,11,POINT (-87.655073 41.794228),0.1038961,-87.655073,41.794228
113,Western Blvd & 48th Pl,11,POINT (-87.683392 41.805661),0.11038961,-87.683392,41.805661
114,Elizabeth St & 47th St,11,POINT (-87.656526 41.80839),0.03988868,-87.656526,41.80839
115,Archer (Damen) Ave & 37th St,11,POINT (-87.683144 41.826712),0.24025974,-87.683144,41.826712
116,Damen Ave & 51st St,7,POINT (-87.674684 41.800908),0.04810496,-87.674684,41.800908
117,Throop St & 52nd St,7,POINT (-87.657195 41.79965900000001),0.05685131,-87.657195,41.79965900000001
118,Princeton Ave & Garfield Blvd,11,POINT (-87.633124 41.794982),0.07606679,-87.633124,41.794982
119,Halsted St & 37th St,11,POINT (-87.64572 41.82705900000001),0.23701299,-87.64572,41.82705900000001
120,Wentworth Ave & 35th St,15,POINT (-87.632504 41.830777),0.13979592,-87.632504,41.830777
121,Marshfield Ave & 44th St,11,POINT (-87.666589 41.813996),0.05565863,-87.666589,41.813996
122,Halsted St & 35th St,15,POINT (-87.647172 41.830661),0.33401361,-87.647172,41.830661
123,Damen Ave & Pershing Rd,11,POINT (-87.676597 41.823192),0.24165121,-87.676597,41.823192
124,Seeley Ave & Garfield Blvd,11,POINT (-87.675478 41.794087),0.04359926,-87.675478,41.794087
125,Morgan St & Pershing Rd,7,POINT (-87.650931 41.823613),0.07725948,-87.650931,41.823613
126,Hoyne Ave & 47th St,11,POINT (-87.67718000000001 41.808227),0.08487941,-87.67718000000001,41.808227
127,Wallace St & 35th St,15,POINT (-87.64129 41.83062899999999),0.34353741,-87.64129,41.83062899999999
128,Ashland Ave & McDowell Ave,11,POINT (-87.66454 41.80887),0.07560297,-87.66454,41.80887
129,Ashland Ave & 50th St,11,POINT (-87.664699 41.803023),0.04406308,-87.664699,41.803023
130,Ashland Ave & Pershing Rd,11,POINT (-87.665577 41.823465),0.0974026,-87.665577,41.823465
131,Wood St & 35th St,11,POINT (-87.670298309 41.830104654),0.25649351,-87.670298309,41.830104654
132,Halsted St & 51st St,11,POINT (-87.645213904 41.80183164),0.03896104,-87.645213904,41.80183164
133,State St & Pershing Rd,11,POINT (-87.62656801799999 41.823015238),0.15027829,-87.62656801799999,41.823015238
134,Shields Ave & 43rd St,11,POINT (-87.63481935 41.816207679),0.0148423,-87.63481935,41.816207679
135,Halsted St & 47th Pl,11,POINT (-87.645616554 41.808133915),0.19526902,-87.645616554,41.808133915
136,Princeton Ave & 47th St,11,POINT (-87.63344928799999 41.809317709),0.12847866,-87.63344928799999,41.809317709
137,Leavitt St & Archer Ave,15,POINT (-87.68060445899999 41.82879202),0.16428571,-87.68060445899999,41.82879202
138,Eberhart Ave & 91st St,15,POINT (-87.611829489 41.729267142),0.02857143,-87.611829489,41.729267142
139,Michigan Ave & 71st St,7,POINT (-87.621748 41.765286),0.05247813,-87.621748,41.765286
140,State St & 95th St,15,POINT (-87.62285440000001 41.7218499),0.02278912,-87.62285440000001,41.7218499
141,Dauphin Ave & 87th St,15,POINT (-87.60125756299999 41.73655902300001),0.00952381,-87.60125756299999,41.73655902300001
142,Greenwood Ave & 91st St,15,POINT (-87.59729862200001 41.728264268),0.00646259,-87.59729862200001,41.728264268
143,Stony Island Ave & 90th St,15,POINT (-87.585743666 41.73139494300001),0.00782313,-87.585743666,41.73139494300001
144,Wabash Ave & 83rd St,11,POINT (-87.622849 41.743316),0.05148423,-87.622849,41.743316
145,Ellis Ave & 83rd St,11,POINT (-87.599034 41.74412299999999),0.05426716,-87.599034,41.74412299999999
146,Wabash Ave & 87th St,11,POINT (-87.62263399999999 41.736646),0.08348794,-87.62263399999999,41.736646
147,Vernon Ave & 79th St,11,POINT (-87.61379000000001 41.75094),0.04359926,-87.61379000000001,41.75094
148,MLK Jr Dr & 83rd St,11,POINT (-87.6148 41.743116),0.04406308,-87.6148,41.743116
149,Cottage Grove Ave & 78th St,11,POINT (-87.605026 41.753174),0.09508349,-87.605026,41.753174
150,Greenwood Ave & 79th St,11,POINT (-87.59755200000001 41.751294),0.07235622,-87.59755200000001,41.751294
151,Vernon Ave & 75th St,11,POINT (-87.614138 41.758361),0.06168831,-87.614138,41.758361
152,Stony Island Ave & 82nd St,11,POINT (-87.586005 41.746559),0.07374768,-87.586005,41.746559
153,Evans Ave & 75th St,7,POINT (-87.60641 41.75849),0.07653061,-87.60641,41.75849
154,Cottage Grove Ave & 83rd St,11,POINT (-87.60483599999999 41.743441),0.09044527,-87.60483599999999,41.743441
155,Cottage Grove Ave & 71st St,11,POINT (-87.60495971299999 41.765719037),0.02875696,-87.60495971299999,41.765719037
156,Woodlawn Ave & 75th St,11,POINT (-87.59575100000001 41.75915999999999),0.02736549,-87.59575100000001,41.75915999999999
157,State St & 79th St,11,POINT (-87.624424 41.750794),0.08209647,-87.624424,41.750794
158,State St & 76th St,11,POINT (-87.62462099999999 41.756971),0.02179963,-87.62462099999999,41.756971
159,Stony Island Ave & 75th St,11,POINT (-87.586882871 41.75866967),0.10482375,-87.586882871,41.75866967
160,Calumet Ave & 71st St,11,POINT (-87.616917925 41.765508006),0.06261596,-87.616917925,41.765508006
161,Ellis Ave & 53rd St,11,POINT (-87.600958115 41.799336263),1.31215213,-87.600958115,41.799336263
162,Lake Park Ave & 53rd St,15,POINT (-87.586449896 41.799494294),1.23945578,-87.586449896,41.799494294
163,Kimbark Ave & 53rd St,19,POINT (-87.594747 41.799568),1.46267454,-87.594747,41.799568
164,Prairie Ave & Garfield Blvd,11,POINT (-87.618691 41.794853),0.18135436,-87.618691,41.794853
165,Cottage Grove Ave & 51st St,15,POINT (-87.60661500000001 41.803038),0.44421769,-87.60661500000001,41.803038
166,Lake Park Ave & 47th St,15,POINT (-87.591875 41.809443),0.68061224,-87.591875,41.809443
167,Cornell Ave & Hyde Park Blvd,19,POINT (-87.586924 41.802406),1.45461869,-87.586924,41.802406
168,Woodlawn Ave & 55th St,19,POINT (-87.59647099999999 41.795264),0.66756176,-87.59647099999999,41.795264
169,Blackstone Ave & Hyde Park Blvd,19,POINT (-87.59036800000001 41.802562),0.93743287,-87.59036800000001,41.802562
170,Dorchester Ave & 49th St,15,POINT (-87.59246400000001 41.805772),0.2914966,-87.59246400000001,41.805772
171,Calumet Ave & 51st St,11,POINT (-87.61805357999999 41.802294651),0.31493506,-87.61805357999999,41.802294651
172,Hoyne Ave & Balmoral Ave,15,POINT (-87.68193199999999 41.979851),0.25986395,-87.68193199999999,41.979851
173,Damen Ave & Sunnyside Ave,19,POINT (-87.67925799999999 41.96325),0.55692803,-87.67925799999999,41.96325
174,Lincoln Ave & Sunnyside Ave,15,POINT (-87.684781 41.963004),1.14931973,-87.684781,41.963004
175,Washtenaw Ave & Lawrence Ave,15,POINT (-87.696027 41.968987),0.69183673,-87.696027,41.968987
176,Kedzie Ave & Foster Ave,11,POINT (-87.709261 41.975672),0.43274583,-87.709261,41.975672
177,Manor Ave & Leland Ave,11,POINT (-87.70082499999999 41.965875),0.61595547,-87.70082499999999,41.965875
178,Leavitt St & Lawrence Ave,19,POINT (-87.68400099999999 41.968885),0.45247046,-87.68400099999999,41.968885
179,Western Ave & Leland Ave,19,POINT (-87.688418627 41.966494532),0.95649839,-87.688418627,41.966494532
180,Francisco Ave & Foster Ave,15,POINT (-87.70141943899999 41.975632725),0.55986395,-87.70141943899999,41.975632725
181,Damen Ave & Foster Ave,15,POINT (-87.67945903899999 41.975614805),0.95306122,-87.67945903899999,41.975614805
182,St. Louis Ave & Balmoral Ave,15,POINT (-87.716114961 41.980394235),0.24557823,-87.716114961,41.980394235
183,Lincoln Ave & Winona St,15,POINT (-87.69250255899999 41.974911297),0.54013605,-87.69250255899999,41.974911297
184,Christiana Ave & Lawrence Ave,15,POINT (-87.711830667 41.968354494),0.34795918,-87.711830667,41.968354494
185,Kedzie Ave & Leland Ave,15,POINT (-87.708051981 41.966686362),0.34897959,-87.708051981,41.966686362
186,Rockwell St & Eastwood Ave,15,POINT (-87.693638494 41.96590014),0.56258503,-87.693638494,41.96590014
187,Campbell Ave & Montrose Ave,15,POINT (-87.691165041 41.961525933),0.62176871,-87.691165041,41.961525933
188,Kedzie Ave & Bryn Mawr Ave,15,POINT (-87.70892252 41.982397085),0.27380952,-87.70892252,41.982397085
189,Drake Ave & Montrose Ave,15,POINT (-87.71656907299999 41.961154076),0.25578231,-87.71656907299999,41.961154076
190,Central Park Ave & Bloomingdale Ave,11,POINT (-87.71675500000001 41.91416599999999),0.7393321,-87.71675500000001,41.91416599999999
191,California Ave & Altgeld St,15,POINT (-87.69766800000001 41.92669),0.88503401,-87.69766800000001,41.92669
192,California Ave & Milwaukee Ave,15,POINT (-87.697153 41.922695),2.03843537,-87.697153,41.922695
193,Kedzie Ave & Milwaukee Ave,35,POINT (-87.70785699999999 41.929567),1.03177843,-87.70785699999999,41.929567
194,Leavitt St & North Ave,15,POINT (-87.68238902100001 41.910509367),1.19217687,-87.68238902100001,41.910509367
195,Damen Ave & Charleston St,11,POINT (-87.67785500000001 41.920082),1.47077922,-87.67785500000001,41.920082
196,Western Ave & Winnebago Ave,15,POINT (-87.687022 41.91552),1.6952381,-87.687022,41.91552
197,Stave St & Armitage Ave,11,POINT (-87.69139200000001 41.917741),1.19016698,-87.69139200000001,41.917741
198,Milwaukee Ave & Rockwell St,19,POINT (-87.69265919899999 41.920195562),0.74382385,-87.69265919899999,41.920195562
199,Kedzie Ave & Palmer Ct,15,POINT (-87.70732199999999 41.921525),1.06088435,-87.70732199999999,41.921525
200,California Ave & North Ave,11,POINT (-87.6972 41.91044),1.35111317,-87.6972,41.91044
201,Leavitt St & Armitage Ave,11,POINT (-87.68243699999999 41.917805),1.52597403,-87.68243699999999,41.917805
202,Campbell Ave & North Ave,15,POINT (-87.68955600000001 41.910535),1.14217687,-87.68955600000001,41.910535
203,Logan Blvd & Elston Ave,27,POINT (-87.684158 41.929465),0.65173847,-87.684158,41.929465
204,Milwaukee Ave & Wabansia Ave,15,POINT (-87.681391 41.912616),2.5452381,-87.681391,41.912616
205,California Ave & Francis Pl (Temp),15,POINT (-87.69742280200001 41.918491154),0.8670068,-87.69742280200001,41.918491154
206,Kosciuszko Park,15,POINT (-87.723777364 41.930585371),0.54047619,-87.723777364,41.930585371
207,Campbell Ave & Fullerton Ave,15,POINT (-87.68930700600001 41.924632472),0.87482993,-87.68930700600001,41.924632472
208,Spaulding Ave & Armitage Ave,15,POINT (-87.710220963 41.917108035),0.64591837,-87.710220963,41.917108035
209,Humboldt Blvd & Armitage Ave,19,POINT (-87.701808955 41.917513394),0.94924812,-87.701808955,41.917513394
210,St. Louis Ave & Fullerton Ave,15,POINT (-87.71449506299999 41.924815597),0.78435374,-87.71449506299999,41.924815597
211,Richmond St & Diversey Ave,15,POINT (-87.70119513 41.931901969),0.48707483,-87.70119513,41.931901969
212,Albany Ave & Bloomingdale Ave,15,POINT (-87.70512646200001 41.914026713),0.69897959,-87.70512646200001,41.914026713
213,Dorchester Ave & 63rd St,11,POINT (-87.591415989 41.780405646),0.34972171,-87.591415989,41.780405646
214,Lake Park Ave & 56th St,19,POINT (-87.58778199999999 41.793242),0.97878625,-87.58778199999999,41.793242
215,Shore Dr & 55th St,19,POINT (-87.580715 41.795212),2.40977444,-87.580715,41.795212
216,Rhodes Ave & 71st St,11,POINT (-87.611726 41.76600000000001),0.01808905,-87.611726,41.76600000000001
217,University Ave & 57th St,31,POINT (-87.599861 41.79147800000001),0.65651745,-87.599861,41.79147800000001
218,Cottage Grove Ave & 67th St,11,POINT (-87.60563486 41.773720952),0.10435993,-87.60563486,41.773720952
219,Ellis Ave & 58th St,19,POINT (-87.60133399999999 41.788746),0.67373792,-87.60133399999999,41.788746
220,Stony Island Ave & 64th St,11,POINT (-87.586647 41.778881),0.16790353,-87.586647,41.778881
221,63rd St Beach,15,POINT (-87.57611976 41.781016372),0.7122449,-87.57611976,41.781016372
222,Stony Island Ave & 71st St,11,POINT (-87.586460878 41.766492937),0.15769944,-87.586460878,41.766492937
223,Ellis Ave & 55th St,19,POINT (-87.601449773 41.794300621),0.6745435,-87.601449773,41.794300621
224,Cottage Grove Ave & 63rd St,15,POINT (-87.60583609299999 41.780600945),0.13639456,-87.60583609299999,41.780600945
225,DuSable Museum,11,POINT (-87.60785217700001 41.791568011),0.26994434,-87.60785217700001,41.791568011
226,Eberhart Ave & 61st St,11,POINT (-87.61330783 41.784141693),0.18599258,-87.61330783,41.784141693
227,Harper Ave & 59th St,15,POINT (-87.58831517 41.787942813),0.49319728,-87.58831517,41.787942813
228,Ellis Ave & 60th St,19,POINT (-87.601072761 41.785097146),0.849087,-87.601072761,41.785097146
229,MLK Jr Dr & 56th St,11,POINT (-87.615853262 41.79342945699999),0.15816327,-87.615853262,41.79342945699999
230,MLK Jr Dr & 63rd St,11,POINT (-87.61594285700001 41.780080637),0.11085343,-87.61594285700001,41.780080637
231,Museum of Science and Industry,27,POINT (-87.58394500899999 41.79172821),0.52305367,-87.58394500899999,41.79172821
233,Damen Ave & Clybourn Ave,15,POINT (-87.67785600000001 41.931931),0.95136054,-87.67785600000001,41.931931
234,Clark St & Armitage Ave,31,POINT (-87.63628199999999 41.918306),3.02172482,-87.63628199999999,41.918306
235,Clark St & Drummond Pl,23,POINT (-87.644336 41.931248),2.95297249,-87.644336,41.931248
236,Clark St & North Ave,15,POINT (-87.63194200000001 41.911974),3.11462585,-87.63194200000001,41.911974
237,Larrabee St & Webster Ave,19,POINT (-87.64414000000001 41.921822),4.27443609,-87.64414000000001,41.921822
238,Halsted St & Dickens Ave,23,POINT (-87.64883 41.919936),2.13243123,-87.64883,41.919936
239,Sedgwick St & Webster Ave,15,POINT (-87.63888799999999 41.922167),2.69727891,-87.63888799999999,41.922167
240,Sheffield Ave & Wrightwood Ave,31,POINT (-87.65383299999999 41.928712),1.57620145,-87.65383299999999,41.928712
241,Racine Ave & Wrightwood Ave,15,POINT (-87.65897099999999 41.928887),1.39183673,-87.65897099999999,41.928887
242,Wells St & Concord Ln,19,POINT (-87.63465600000001 41.912133),5.11976369,-87.63465600000001,41.912133
243,Lake Shore Dr & North Blvd,39,POINT (-87.62680400000001 41.911722),2.94256934,-87.62680400000001,41.911722
244,Lincoln Ave & Fullerton Ave,15,POINT (-87.64926 41.925905),4.28027211,-87.64926,41.925905
245,Clifton Ave & Armitage Ave,15,POINT (-87.656936 41.91821599999999),2.01428571,-87.656936,41.91821599999999
246,Halsted St & Wrightwood Ave,15,POINT (-87.64907700000001 41.929143),3.16836735,-87.64907700000001,41.929143
247,Lincoln Ave & Diversey Pkwy,15,POINT (-87.65861700000001 41.932225),2.55136054,-87.65861700000001,41.932225
248,Sedgwick St & North Ave,19,POINT (-87.638677 41.911386),2.19683136,-87.638677,41.911386
249,Southport Ave & Wrightwood Ave,15,POINT (-87.66391299999999 41.928773),1.86156463,-87.66391299999999,41.928773
250,Lakeview Ave & Fullerton Pkwy,19,POINT (-87.63897299999999 41.92585800000001),4.13023631,-87.63897299999999,41.92585800000001
251,Lake Shore Dr & Diversey Pkwy,23,POINT (-87.636427 41.932588),3.34649512,-87.636427,41.932588
252,Theater on the Lake,31,POINT (-87.63083399999999 41.926277),4.12820935,-87.63083399999999,41.926277
253,Bissell St & Armitage Ave,15,POINT (-87.65222 41.91844),3.91734694,-87.65222,41.91844
254,Ashland Ave & Wrightwood Ave,15,POINT (-87.66850699999999 41.92883),1.28129252,-87.66850699999999,41.92883
255,Halsted St & Willow St,19,POINT (-87.64875500000001 41.913865),1.69548872,-87.64875500000001,41.913865
256,Sheffield Ave & Willow St,15,POINT (-87.652855 41.913688),2.56156463,-87.652855,41.913688
257,Larrabee St & Menomonee St,15,POINT (-87.64331999999999 41.91468),1.10782313,-87.64331999999999,41.91468
258,Sheffield Ave & Webster Ave,19,POINT (-87.653818 41.92154),2.55880773,-87.653818,41.92154
259,Clark St & Wrightwood Ave,15,POINT (-87.643118 41.929546),4.44795918,-87.643118,41.929546
260,Stockton Dr & Wrightwood Ave,15,POINT (-87.63874200000001 41.93132),4.45578231,-87.63874200000001,41.93132
261,Clark St & Lincoln Ave,23,POINT (-87.63460000000001 41.915689),3.96827862,-87.63460000000001,41.915689
262,Larrabee St & Armitage Ave,15,POINT (-87.643749 41.918084),2.10068027,-87.643749,41.918084
263,Greenview Ave & Fullerton Ave,15,POINT (-87.6658 41.92533),2.0462585,-87.6658,41.92533
264,Southport Ave & Clybourn Ave,15,POINT (-87.663712 41.920771),1.25612245,-87.663712,41.920771
265,Wilton Ave & Diversey Pkwy,35,POINT (-87.65270500000001 41.932418),1.32521866,-87.65270500000001,41.932418
266,Racine Ave & Fullerton Ave,19,POINT (-87.65840426 41.92556258),1.65601504,-87.65840426,41.92556258
267,Cannon Dr & Fullerton Ave,15,POINT (-87.634428785 41.926755988),2.13741497,-87.634428785,41.926755988
268,Winchester Ave & Elston Ave,15,POINT (-87.67646007499999 41.92409085),0.71428571,-87.67646007499999,41.92409085
269,Sheffield Ave & Fullerton Ave,27,POINT (-87.65370804200001 41.925601882),1.27040816,-87.65370804200001,41.925601882
270,Lincoln Park Conservatory,31,POINT (-87.635824531 41.923931311),1.5355497,-87.635824531,41.923931311
272,Clark St & Newport St,15,POINT (-87.654678 41.94454),2.9452381,-87.654678,41.94454
273,Southport Ave & Belmont Ave,15,POINT (-87.663747668 41.93947775),1.93333333,-87.663747668,41.93947775
274,Broadway & Barry Ave,19,POINT (-87.644097805 41.937582316),4.90735768,-87.644097805,41.937582316
275,Lake Shore Dr & Belmont Ave,19,POINT (-87.63919200000001 41.940775),4.09103115,-87.63919200000001,41.940775
276,Broadway & Belmont Ave,19,POINT (-87.64545099999999 41.940106),2.74087003,-87.64545099999999,41.940106
277,Broadway & Cornelia Ave,23,POINT (-87.646439 41.945529),3.09649512,-87.646439,41.945529
278,Wilton Ave & Belmont Ave,27,POINT (-87.65304 41.94018),2.60922147,-87.65304,41.94018
279,Sheffield Ave & Wellington Ave,23,POINT (-87.65266200000001 41.936266),2.38686779,-87.65266200000001,41.936266
280,Halsted St & Roscoe St,15,POINT (-87.64895 41.94367),4.27993197,-87.64895,41.94367
281,Lincoln Ave & Addison St,19,POINT (-87.67330799999999 41.946176),0.53705693,-87.67330799999999,41.946176
282,Lincoln Ave & Roscoe St,19,POINT (-87.67097 41.94334),1.68716434,-87.67097,41.94334
283,Ashland Ave & Wellington Ave,19,POINT (-87.66980699999999 41.936083),0.95032223,-87.66980699999999,41.936083
284,Lincoln Ave & Belmont Ave,15,POINT (-87.668385 41.939365),1.97891156,-87.668385,41.939365
285,Southport Ave & Roscoe St,19,POINT (-87.66401999999999 41.943739),2.86895811,-87.66401999999999,41.943739
286,Burling St & Diversey Pkwy,19,POINT (-87.64775999999999 41.93314),2.2132116,-87.64775999999999,41.93314
287,Southport Ave & Wellington Ave,19,POINT (-87.66357600000001 41.935733),1.80102041,-87.66357600000001,41.935733
288,Racine Ave & Belmont Ave,15,POINT (-87.65886500000001 41.939743),2.48333333,-87.65886500000001,41.939743
289,Clark St & Wellington Ave,15,POINT (-87.64753865799999 41.936496822),4.09727891,-87.64753865799999,41.936496822
290,Greenview Ave & Diversey Pkwy,15,POINT (-87.665936351 41.932589634),1.12346939,-87.665936351,41.932589634
291,Lake Shore Dr & Wellington Ave,15,POINT (-87.63682901899999 41.936688449),6.03911565,-87.63682901899999,41.936688449
292,Bernard St & Elston Ave,11,POINT (-87.713949 41.949923),0.20500928,-87.713949,41.949923
293,Leavitt St & Belmont Ave,15,POINT (-87.68328199999999 41.93935399999999),0.53809524,-87.68328199999999,41.93935399999999
294,Albany Ave & Montrose Ave,11,POINT (-87.705866 41.96104099999999),0.62847866,-87.705866,41.96104099999999
295,Drake Ave & Addison St,15,POINT (-87.71758199999999 41.947326),0.12380952,-87.71758199999999,41.947326
296,California Ave & Montrose Ave,15,POINT (-87.69543900000001 41.961068),0.96598639,-87.69543900000001,41.961068
297,Western Ave & Roscoe St,11,POINT (-87.687288 41.943034),0.83580705,-87.687288,41.943034
298,Kimball Ave & Belmont Ave,15,POINT (-87.711561 41.939398),0.45238095,-87.711561,41.939398
299,Avers Ave & Belmont Ave,11,POINT (-87.723574 41.939408),0.55426716,-87.723574,41.939408
300,Lincoln Ave & Belle Plaine Ave,15,POINT (-87.680161446 41.956003551),1.21088435,-87.680161446,41.956003551
301,Damen Ave & Wellington Ave,15,POINT (-87.67841999999999 41.93588),1.00816327,-87.67841999999999,41.93588
302,Seeley Ave & Roscoe St,11,POINT (-87.679618 41.943403),1.46150278,-87.679618,41.943403
303,Leavitt St & Addison St,15,POINT (-87.683359 41.946655),0.4585034,-87.683359,41.946655
304,Damen Ave & Melrose Ave,15,POINT (-87.6785 41.9406),0.69047619,-87.6785,41.9406
305,Monticello Ave & Irving Park Rd,15,POINT (-87.71912818 41.954004839),0.29183673,-87.71912818,41.954004839
306,Sawyer Ave & Irving Park Rd,15,POINT (-87.7093108 41.953586179),0.32244898,-87.7093108,41.953586179
307,Oakley Ave & Irving Park Rd,15,POINT (-87.686079624 41.954340852),0.50544218,-87.686079624,41.954340852
308,California Ave & Byron St,19,POINT (-87.69805111299999 41.952162193),0.4519334,-87.69805111299999,41.952162193
309,Troy St & Elston Ave,15,POINT (-87.70664990100001 41.945243568),0.47619048,-87.70664990100001,41.945243568
310,Talman Ave & Addison St,15,POINT (-87.69461475799999 41.946635831),0.52380952,-87.69461475799999,41.946635831
311,California Ave & Fletcher St,19,POINT (-87.69800775600001 41.938428791),0.49328679,-87.69800775600001,41.938428791
312,Central Park Ave & Elbridge Ave,15,POINT (-87.716889294 41.935337283),0.41428571,-87.716889294,41.935337283
313,Wood St & Chicago Ave,15,POINT (-87.67206899999999 41.895634),0.83945578,-87.67206899999999,41.895634
314,Leavitt St & Division St,15,POINT (-87.683825 41.902997),0.5170068,-87.683825,41.902997
315,Paulina Ave & North Ave,15,POINT (-87.67007199999999 41.910337),1.8414966,-87.67007199999999,41.910337
316,Damen Ave & Division St,19,POINT (-87.67843499999999 41.903266),1.41084855,-87.67843499999999,41.903266
317,Ashland Ave & Chicago Ave,15,POINT (-87.66774699999999 41.89596599999999),1.64557823,-87.66774699999999,41.89596599999999
318,Wood St & Milwaukee Ave,19,POINT (-87.672552 41.907655),2.28061224,-87.672552,41.907655
319,California Ave & Division St,15,POINT (-87.697474 41.903029),1.06598639,-87.697474,41.903029
320,Wood St & Augusta Blvd,15,POINT (-87.6722 41.899181),1.22108844,-87.6722,41.899181
321,Damen Ave & Grand Ave,23,POINT (-87.67684221299999 41.891264346),0.55479148,-87.67684221299999,41.891264346
322,Damen Ave & Cortland St,19,POINT (-87.677335 41.915983),1.73737916,-87.677335,41.915983
323,Western Ave & Division St,23,POINT (-87.687275 41.902893),0.67879326,-87.687275,41.902893
324,Claremont Ave & Hirsch St,11,POINT (-87.68585400000001 41.907781),0.6038961,-87.68585400000001,41.907781
325,Walsh Park,23,POINT (-87.667968 41.91461),0.6608252,-87.667968,41.91461
326,Marshfield Ave & Cortland St,23,POINT (-87.668879 41.916017),1.0215173,-87.668879,41.916017
327,Damen Ave & Thomas St (Augusta Blvd),19,POINT (-87.677409 41.901315),1.32116004,-87.677409,41.901315
328,Wood St & Hubbard St,19,POINT (-87.67147299999999 41.889899),0.52524168,-87.67147299999999,41.889899
329,Ashland Ave & Augusta Blvd,15,POINT (-87.6677 41.899643),1.31904762,-87.6677,41.899643
330,Honore St & Division St,27,POINT (-87.673935 41.903119),1.27135299,-87.673935,41.903119
331,California Ave & Cortez St,15,POINT (-87.696704 41.900363),0.99897959,-87.696704,41.900363
332,Ashland Ave & Division St,27,POINT (-87.66774699999999 41.90345),2.30706727,-87.66774699999999,41.90345
333,Western Ave & Walton St,23,POINT (-87.68659601600001 41.898417689),0.94099379,-87.68659601600001,41.898417689
334,Damen Ave & Pierce Ave,23,POINT (-87.67769192899999 41.909396007),2.46273292,-87.67769192899999,41.909396007
335,Troy St & North Ave,15,POINT (-87.70528048700001 41.909769302),0.8537415,-87.70528048700001,41.909769302
337,Orleans St & Elm St,15,POINT (-87.637715 41.902924),0.94251701,-87.637715,41.902924
338,Wells St & Elm St,23,POINT (-87.63432399999999 41.903222),3.78726708,-87.63432399999999,41.903222
339,Dearborn Pkwy & Delaware Pl,19,POINT (-87.629912 41.898969),3.90655209,-87.629912,41.898969
340,Clark St & Schiller St,19,POINT (-87.631501 41.907993),3.70864662,-87.631501,41.907993
