Start Station Key,Station Name,Station Geometry,diff,bike-out more than bike-in
362,Major Taylor Trail & 115th St,POINT (-87.645288706 41.684931595),1.0,True
363,Racine Ave & Washington Blvd,POINT (-87.656952 41.883073),37.0,True
364,Canal St & Taylor St,POINT (-87.63947399999999 41.870257),-42.0,False
365,May St & Taylor St,POINT (-87.6554864 41.8694821),381.0,True
366,Racine Ave & Randolph St,POINT (-87.656853 41.884069),-283.0,False
367,Canal St & Harrison St,POINT (-87.639573 41.874255),-94.0,False
368,Halsted St & Roosevelt Rd,POINT (-87.648625 41.867324),-266.0,False
369,Green St & Madison St,POINT (-87.64878900000001 41.881892),-151.0,False
370,900 W Harrison St,POINT (-87.649807 41.874754),105.0,True
371,Aberdeen St & Monroe St,POINT (-87.655519 41.880419),335.0,True
372,Aberdeen St & Jackson Blvd,POINT (-87.65478743 41.87772613),250.0,True
373,Loomis St & Lexington St,POINT (-87.661501 41.872187),1047.0,True
374,Loomis St & Jackson Blvd,POINT (-87.66200699999999 41.877945),215.0,True
375,Sangamon St & Washington Blvd,POINT (-87.6511 41.88316500000001),159.0,True
376,Ada St & Washington Blvd,POINT (-87.66120600000001 41.88283),387.0,True
377,Halsted St & Polk St,POINT (-87.64664 41.87184),-458.0,False
378,Aberdeen St & Randolph St,POINT (-87.654264 41.884114),-61.0,False
379,Morgan St & Polk St,POINT (-87.65103000000001 41.871737),16.0,True
380,Clinton St & Tilden St,POINT (-87.640795 41.875885),62.0,True
381,Racine Ave & Congress Pkwy,POINT (-87.65703000000001 41.87464),158.0,True
382,Throop St & Taylor St,POINT (-87.65914100000001 41.868968),224.0,True
383,Green St & Randolph St,POINT (-87.64867 41.883668),-864.0,False
384,Peoria St & Jackson Blvd,POINT (-87.649617791 41.877641596),635.0,True
385,Clinton St & Polk St,POINT (-87.64094913299999 41.87146651800001),-72.0,False
386,Elizabeth (May) St & Fulton St,POINT (-87.658039927 41.886616486),-223.0,False
387,Clinton St & Roosevelt Rd,POINT (-87.64108795899999 41.867117783),-420.0,False
388,Morgan St & Lake St,POINT (-87.652304856 41.885483308),-1154.0,False
389,Avenue O & 134th St,POINT (-87.539671361 41.651867802),-1.0,False
390,Commercial Ave & 130th St,POINT (-87.550762296 41.659150428),-3.0,False
391,Torrence Ave & 126th Pl,POINT (-87.55721569100001 41.666312008),0.0,False
394,Lawndale Ave & 111th St,POINT (-87.71288573700001 41.69131919199999),1.0,True
395,Ravenswood Ave & Berteau Ave,POINT (-87.67356700000001 41.957921),-11.0,False
396,Clarendon Ave & Gordon Ter,POINT (-87.64962851999999 41.958472876),745.0,True
397,Southport Ave & Waveland Ave,POINT (-87.66394 41.94815),331.0,True
398,Ravenswood Ave & Irving Park Rd,POINT (-87.67393 41.95469),-244.0,False
399,Wolcott (Ravenswood) Ave & Montrose Ave,POINT (-87.67616899999999 41.961406),92.0,True
400,Clark St & Grace St,POINT (-87.659172 41.95078),319.0,True
401,Lincoln Ave & Waveland Ave,POINT (-87.67527800000001 41.948797),93.0,True
402,Southport Ave & Clark St,POINT (-87.664199 41.957081),173.0,True
403,Ashland Ave & Belle Plaine Ave,POINT (-87.668835 41.956057),82.0,True
404,Paulina St & Montrose Ave,POINT (-87.671387 41.961507),81.0,True
405,Broadway & Waveland Ave,POINT (-87.648636 41.949074),240.0,True
406,Southport Ave & Irving Park Rd,POINT (-87.66435799999999 41.954177),289.0,True
407,Ashland Ave & Grace St,POINT (-87.6687 41.950687),99.0,True
408,Sheridan Rd & Irving Park Rd,POINT (-87.65440600000001 41.954245),323.0,True
409,Sheridan Rd & Montrose Ave,POINT (-87.65464 41.96167),561.0,True
410,Sheridan Rd & Buena Ave,POINT (-87.654966 41.958494),730.0,True
411,Clark St & Montrose Ave,POINT (-87.66603600000001 41.961588),272.0,True
412,Pine Grove Ave & Waveland Ave,POINT (-87.64645278499999 41.949472741),765.0,True
413,Pine Grove Ave & Irving Park Rd,POINT (-87.648043 41.954383),832.0,True
414,Clarendon Ave & Junior Ter,POINT (-87.649603 41.961004),744.0,True
415,Broadway & Sheridan Rd,POINT (-87.64999300000001 41.952833),327.0,True
416,Sheffield Ave & Waveland Ave,POINT (-87.65452900000001 41.949399),545.0,True
417,Montrose Harbor,POINT (-87.638181 41.963982),-350.0,False
418,Winchester (Ravenswood) Ave & Balmoral Ave,POINT (-87.67753 41.979762),10.0,True
419,Winthrop Ave & Lawrence Ave,POINT (-87.657659 41.968812),201.0,True
420,Broadway & Argyle St,POINT (-87.65966 41.973815),346.0,True
421,Broadway & Wilson Ave,POINT (-87.65813900000001 41.965221),-1.0,False
422,Clarendon Ave & Leland Ave,POINT (-87.650001 41.967968),-86.0,False
423,Damen Ave & Leland Ave,POINT (-87.679028 41.967094),209.0,True
424,Lakefront Trail & Wilson Ave,POINT (-87.64536099999999 41.965845),-18.0,False
425,Marine Dr & Ainslie St,POINT (-87.650154 41.9716),563.0,True
426,Ravenswood Ave & Lawrence Ave,POINT (-87.67423700000001 41.96909),-175.0,False
427,Clark St & Leland Ave,POINT (-87.667429 41.96709600000001),484.0,True
428,Clark St & Winnemac Ave,POINT (-87.66785547100001 41.97334764),269.0,True
429,Broadway & Berwyn Ave,POINT (-87.65975300000001 41.97835300000001),270.0,True
430,Sheridan Rd & Lawrence Ave,POINT (-87.654691 41.969517),308.0,True
431,Clark St & Berwyn Ave,POINT (-87.668047105 41.977996654),-249.0,False
432,Fairbanks St & Superior St,POINT (-87.620104 41.895748),-1487.0,False
433,St. Clair St & Erie St,POINT (-87.622663 41.894448),-5902.0,False
434,Streeter Dr & Grand Ave,POINT (-87.612043 41.892278),-67.0,False
435,State St & Kinzie St,POINT (-87.62775400000001 41.889187),-739.0,False
436,Cityfront Plaza Dr & Pioneer Ct,POINT (-87.622072 41.890573),396.0,True
437,Mies van der Rohe Way & Chicago Ave,POINT (-87.62174300000001 41.89691),-1100.0,False
438,Rush St & Hubbard St,POINT (-87.62618499999999 41.890173),-223.0,False
439,Wabash Ave & Grand Ave,POINT (-87.626761 41.89146599999999),-213.0,False
440,Michigan Ave & Oak St,POINT (-87.62377664 41.90096039),-435.0,False
441,Michigan Ave & Pearson St,POINT (-87.62351 41.89765999999999),-849.0,False
442,New St & Illinois St,POINT (-87.618616819 41.890847041),1205.0,True
443,Mies van der Rohe Way & Chestnut St,POINT (-87.621915226 41.898586651),128.0,True
444,McClurg Ct & Erie St,POINT (-87.61785400000001 41.894503),-1518.0,False
445,Lake Shore Dr & Ohio St,POINT (-87.614492 41.89257),911.0,True
446,Rush St & Cedar St,POINT (-87.62769052799999 41.902308701),282.0,True
447,Fairbanks Ct & Grand Ave,POINT (-87.62058019600001 41.891847372),569.0,True
448,Rush St & Superior St,POINT (-87.62590803299999 41.895764746),-663.0,False
449,Latrobe Ave & Chicago Ave,POINT (-87.756895 41.894745),21.0,True
450,Kenton Ave & Madison St,POINT (-87.74101800000001 41.880708),6.0,True
451,Laramie Ave & Kinzie St,POINT (-87.755527 41.887832),-6.0,False
452,Central Ave & Harrison St,POINT (-87.764499 41.872993),6.0,True
453,Cicero Ave & Flournoy St,POINT (-87.746619 41.872131),4.0,True
454,Austin Blvd & Madison St,POINT (-87.77445300000001 41.880281),32.0,True
455,Cicero Ave & Quincy St,POINT (-87.74540500000001 41.877613),9.0,True
456,Laramie Ave & Madison St,POINT (-87.755337 41.880207),-9.0,False
457,Central Ave & Lake St,POINT (-87.765469 41.887664),-10.0,False
458,Cicero Ave & Lake St,POINT (-87.745261 41.886841),1.0,True
459,Central Ave & Madison St,POINT (-87.763238 41.880121),16.0,True
460,Austin Blvd & Lake St,POINT (-87.774446 41.887919),-7.0,False
461,Laramie Ave & Gladys Ave,POINT (-87.755285 41.875806),3.0,True
462,Canal St & Jackson Blvd,POINT (-87.63936600000001 41.877245),-484.0,False
463,Wacker Dr & Washington St,POINT (-87.637321 41.883132),-1023.0,False
464,Canal St & Monroe St,POINT (-87.63953000000001 41.88169),-43.0,False
465,Franklin St & Lake St,POINT (-87.63549999999999 41.885837),-1531.0,False
466,Franklin St & Monroe St,POINT (-87.63518499999999 41.880317),-2263.0,False
467,Franklin St & Adams St (Temp),POINT (-87.63550400700001 41.879434091),-1096.0,False
468,Franklin St & Jackson Blvd,POINT (-87.63532114100001 41.877707956),-452.0,False
469,Central Park Blvd & 5th Ave,POINT (-87.71547 41.875679),18.0,True
470,Conservatory Dr & Lake St,POINT (-87.71686600000001 41.885502),-30.0,False
471,Karlov Ave & Madison St,POINT (-87.727907 41.88085),8.0,True
472,Pulaski Rd & Lake St,POINT (-87.72649100000001 41.885409),-8.0,False
473,Pulaski Rd & Congress Pkwy,POINT (-87.72570400000001 41.874325),3.0,True
474,Kostner Ave & Lake St,POINT (-87.73541 41.885928),0.0,False
475,Kostner Ave & Adams St,POINT (-87.735737 41.877917),3.0,True
476,Kedzie Ave & Lake St,POINT (-87.706303744 41.884603285),33.0,True
477,Kedzie Ave & Roosevelt Rd,POINT (-87.706496176 41.86649278199999),-5.0,False
478,Clinton St & 18th St,POINT (-87.640826 41.85795),4.0,True
479,State St & 29th St,POINT (-87.626938 41.841707),23.0,True
480,Emerald Ave & 28th St,POINT (-87.645368 41.84358),251.0,True
481,Burnham Harbor,POINT (-87.613348 41.856268),-71.0,False
482,Indiana Ave & 26th St,POINT (-87.62248100000001 41.845687),246.0,True
483,Shields Ave & 31st St,POINT (-87.635406 41.838464),146.0,True
484,Calumet Ave & 18th St,POINT (-87.619407 41.857611),800.0,True
485,Emerald Ave & 31st St,POINT (-87.645143 41.838198),154.0,True
486,Wells St & 19th St,POINT (-87.63387900000001 41.856802),-58.0,False
487,State St & 19th St,POINT (-87.62754200000001 41.856594),79.0,True
488,Halsted St & 18th St,POINT (-87.646277 41.857499),329.0,True
489,Normal Ave & Archer Ave,POINT (-87.640591 41.849527),93.0,True
490,Shields Ave & 28th Pl,POINT (-87.635491 41.842733),175.0,True
491,Indiana Ave & 31st St,POINT (-87.62185699999999 41.838842),153.0,True
492,MLK Jr Dr & 29th St,POINT (-87.617 41.842052),727.0,True
493,Rhodes Ave & 32nd St,POINT (-87.61353299999999 41.836208),306.0,True
494,Wentworth Ave & Cermak Rd,POINT (-87.63193130499999 41.853084557),-149.0,False
495,State St & 35th St,POINT (-87.626797557 41.831036314),-328.0,False
496,State St & 33rd St,POINT (-87.62581299999999 41.834734),-464.0,False
497,Fort Dearborn Dr & 31st St,POINT (-87.60821800000001 41.838556),276.0,True
498,Calumet Ave & 35th St,POINT (-87.61803399999999 41.831379),72.0,True
499,Wabash Ave & Cermak Rd,POINT (-87.62648799999999 41.852619),39.0,True
500,Michigan Ave & 18th St,POINT (-87.62455 41.857813),612.0,True
501,Calumet Ave & 33rd St,POINT (-87.61793 41.8349),289.0,True
502,Wentworth Ave & 24th St (Temp),POINT (-87.63214051700001 41.850083693),-2.0,False
503,Calumet Ave & 21st St,POINT (-87.61915374100001 41.854184249),258.0,True
504,Wentworth Ave & 33rd St,POINT (-87.631822981 41.834529886),11.0,True
505,Lake Park Ave & 35th St,POINT (-87.608799195 41.831274235),258.0,True
506,McCormick Place,POINT (-87.61883464899999 41.851375173),137.0,True
507,Wells St & Huron St,POINT (-87.634362 41.89472199999999),849.0,True
508,Orleans St & Hubbard St,POINT (-87.636618 41.890028),-211.0,False
509,Orleans St & Merchandise Mart Plaza,POINT (-87.63639000000001 41.888243),-82.0,False
510,LaSalle Dr & Huron St,POINT (-87.63232600000001 41.894877),317.0,True
511,Sedgwick St & Huron St,POINT (-87.638437 41.894666),-25.0,False
512,Dearborn St & Erie St,POINT (-87.62931800000001 41.893992),426.0,True
513,LaSalle St & Illinois St,POINT (-87.631697 41.890762),-607.0,False
514,Wells St & Hubbard St,POINT (-87.634266 41.889906),-806.0,False
515,Kingsbury St & Kinzie St,POINT (-87.638505772 41.889176833),-224.0,False
516,Franklin St & Illinois St,POINT (-87.635479867 41.89102331),413.0,True
517,Kingsbury St & Erie St,POINT (-87.641697228 41.893808056),1607.0,True
518,Warren Park West,POINT (-87.688829 42.001785),38.0,True
519,Western Ave & Howard St,POINT (-87.690048 42.018901),7.0,True
520,Ridge Blvd & Howard St,POINT (-87.68451999999999 42.019276),-8.0,False
521,Oakley Ave & Touhy Ave,POINT (-87.688243 42.012342),-115.0,False
522,Warren Park East,POINT (-87.680666145 42.004549622),44.0,True
523,Western Ave & Lunt Ave,POINT (-87.69049223899999 42.008594397),235.0,True
524,Ridge Blvd & Touhy Ave,POINT (-87.682912644 42.012132277),16.0,True
525,Glenwood Ave & Touhy Ave,POINT (-87.66605799999999 42.012701),120.0,True
526,Greenview Ave & Jarvis Ave,POINT (-87.66856999999999 42.015962),-22.0,False
527,Clark St & Jarvis Ave,POINT (-87.675005 42.015963),-31.0,False
528,Clark St & Lunt Ave,POINT (-87.67419 42.009074),-143.0,False
529,Sheridan Rd & Columbia Ave,POINT (-87.661406 42.004583),138.0,True
530,Wolcott Ave & Fargo Ave,POINT (-87.677725 42.016977),9.0,True
531,Bosworth Ave & Howard St,POINT (-87.669563 42.019537),34.0,True
532,Paulina St & Howard St,POINT (-87.673573 42.019159),-74.0,False
533,Clark St & Touhy Ave,POINT (-87.674367115 42.012560115),-11.0,False
534,Sheridan Rd & Greenleaf Ave,POINT (-87.66241209499999 42.010586563),315.0,True
535,Glenwood Ave & Morse Ave,POINT (-87.665502394 42.007971923),160.0,True
536,Clark St & Columbia Ave,POINT (-87.672402405 42.004450629),88.0,True
537,Sheridan Rd & Loyola Ave,POINT (-87.66119824299999 42.00104378),67.0,True
538,Clark St & Schreiber Ave,POINT (-87.671377339 41.999251822),-59.0,False
539,Eastlake Ter & Rogers Ave,POINT (-87.66505792700001 42.020887281),193.0,True
540,Paulina St & 18th St,POINT (-87.668745 41.857901),341.0,True
541,Racine Ave & 18th St,POINT (-87.65649499999999 41.858166),643.0,True
542,Morgan Ave & 14th Pl,POINT (-87.651062 41.862378),274.0,True
543,Western Ave & 21st St,POINT (-87.685838 41.854109),113.0,True
544,Morgan St & 18th St,POINT (-87.651073 41.858086),369.0,True
545,Racine Ave & 15th St,POINT (-87.65662500000001 41.861267),188.0,True
546,Damen Ave & Coulter St,POINT (-87.67564 41.8492),78.0,True
547,Racine Ave & 13th St,POINT (-87.656959 41.865054),114.0,True
548,Western Ave & 24th St,POINT (-87.685109 41.84847),157.0,True
549,Damen Ave & Cullerton St,POINT (-87.67603486799999 41.854902589),196.0,True
550,Ashland Ave & 13th St,POINT (-87.666507 41.865234),-92.0,False
551,May St & Cullerton St,POINT (-87.654127 41.855136),132.0,True
552,Blue Island Ave & 18th St,POINT (-87.661535 41.857556),253.0,True
553,Washtenaw Ave & Ogden Ave,POINT (-87.693450451 41.861930493),-115.0,False
554,Halsted St & Maxwell St,POINT (-87.647071 41.864883),184.0,True
555,Halsted St & Archer Ave,POINT (-87.646795 41.847203),-124.0,False
556,Halsted St & 21st St,POINT (-87.64664999999999 41.85378),-6.0,False
557,Morgan St & 31st St,POINT (-87.65114 41.8378),263.0,True
558,Laflin St & Cullerton St,POINT (-87.66355991399999 41.854914576),172.0,True
559,Loomis St & Archer Ave,POINT (-87.65743495299999 41.84163254),122.0,True
560,Racine Ave & 35th St,POINT (-87.655975912 41.830696113),-29.0,False
561,Ashland Ave & Archer Ave,POINT (-87.665609859 41.839208684),-40.0,False
562,California Ave & 23rd Pl,POINT (-87.695139807 41.849109692),107.0,True
563,Ogden Ave & Roosevelt Rd,POINT (-87.68469707 41.866501483),124.0,True
564,Western Ave & 28th St,POINT (-87.68513144100001 41.841517708),-98.0,False
565,LaSalle St & Jackson Blvd,POINT (-87.631929 41.878166),-1745.0,False
566,State St & Van Buren St,POINT (-87.627844 41.877181),-248.0,False
567,Michigan Ave & Jackson Blvd,POINT (-87.62408000000001 41.87785),-10.0,False
568,Dearborn St & Adams St,POINT (-87.629791036 41.879356359),-1211.0,False
569,Wabash Ave & Adams St,POINT (-87.625688606 41.879472352),-760.0,False
570,LaSalle St & Adams St,POINT (-87.63198522100001 41.879344373),-799.0,False
571,Avondale Ave & Irving Park Rd,POINT (-87.73200200000001 41.953393),-187.0,False
572,Kilbourn Ave & Milwaukee Ave,POINT (-87.74002 41.948818),0.0,False
573,Kilbourn Ave & Irving Park Rd,POINT (-87.74056899999999 41.953733),6.0,True
574,Knox Ave & Montrose Ave,POINT (-87.74535899999999 41.960631),-7.0,False
575,Pulaski Rd & Eddy St (Temp),POINT (-87.73102299999999 41.946264),78.0,True
576,Milwaukee Ave & Cuyler Ave,POINT (-87.74959399999999 41.954468),45.0,True
577,Cottage Grove Ave & 47th St,POINT (-87.60675500000001 41.809855),50.0,True
578,MLK Jr Dr & Pershing Rd,POINT (-87.61678000000001 41.8246),-27.0,False
579,Cottage Grove Ave & 43rd St,POINT (-87.60658199999999 41.816499),27.0,True
580,Indiana Ave & 40th St,POINT (-87.6216 41.82168),19.0,True
581,Cottage Grove Ave & Oakwood Blvd,POINT (-87.6071 41.822985),82.0,True
582,Greenwood Ave & 47th St,POINT (-87.59938299999999 41.809835),132.0,True
583,MLK Jr Dr & 47th St,POINT (-87.61627900000001 41.809851),19.0,True
584,Woodlawn Ave & Lake Park Ave,POINT (-87.59700514799999 41.81409271),44.0,True
585,Prairie Ave & 43rd St,POINT (-87.61941246200001 41.816658893),69.0,True
586,Jefferson St & Monroe St,POINT (-87.642746 41.880422),361.0,True
587,Canal St & Madison St,POINT (-87.639833 41.882091),-89.0,False
588,Clinton St & Madison St,POINT (-87.64106600000001 41.882242),136.0,True
589,Canal St & Adams St,POINT (-87.639904 41.879255),-137.0,False
590,Desplaines St & Jackson Blvd,POINT (-87.64390899999999 41.878287),162.0,True
591,Clinton St & Washington Blvd,POINT (-87.64116999999999 41.88338),791.0,True
592,Clinton St & Lake St,POINT (-87.641823 41.885637),-649.0,False
593,Desplaines St & Kinzie St,POINT (-87.64444785299999 41.888716036),1067.0,True
594,Clinton St & Jackson Blvd,POINT (-87.63983845700001 41.87811603),-425.0,False
595,Desplaines St & Randolph St,POINT (-87.644570585 41.88461619),427.0,True
596,Austin Blvd & Chicago Ave,POINT (-87.774704 41.894887),23.0,True
597,Central Ave & Chicago Ave,POINT (-87.76490200000001 41.894958),24.0,True
598,Central Park Ave & North Ave,POINT (-87.71663195200001 41.909656876),-51.0,False
599,Spaulding Ave & Division St,POINT (-87.70921957100001 41.902706594),316.0,True
600,Yates Blvd & 75th St,POINT (-87.56644 41.758768),17.0,True
601,Cornell Dr & Hayes Dr,POINT (-87.584846 41.780595),8.0,True
602,Phillips Ave & 79th St,POINT (-87.56521100000001 41.75182),23.0,True
603,Bennett Ave & 79th St,POINT (-87.578496 41.751785),3.0,True
604,South Shore Dr & 67th St,POINT (-87.567514 41.773643),154.0,True
605,Stony Island Ave & 67th St,POINT (-87.58533973899999 41.773458499),18.0,True
606,Jeffery Blvd & 71st St,POINT (-87.576450114 41.766638237),7.0,True
607,South Shore Dr & 71st St,POINT (-87.565687572 41.76640945699999),40.0,True
608,Jeffery Blvd & 67th St,POINT (-87.577142826 41.773517551),27.0,True
609,Jeffery Blvd & 76th St,POINT (-87.575839359 41.757120068),13.0,True
610,Rainbow Beach,POINT (-87.54938625 41.757871448),25.0,True
611,South Shore Dr & 74th St,POINT (-87.55927465000001 41.76218896),51.0,True
612,Milwaukee Ave & Grand Ave,POINT (-87.64838399999999 41.891578),108.0,True
613,Noble St & Milwaukee Ave,POINT (-87.6626 41.90068),918.0,True
614,Ashland Ave & Blackhawk St,POINT (-87.667252 41.907066),933.0,True
615,Carpenter St & Huron St,POINT (-87.65344899999999 41.894556),847.0,True
616,Eckhart Park,POINT (-87.66098386 41.89637337),751.0,True
617,Ashland Ave & Grand Ave,POINT (-87.666611 41.89107199999999),193.0,True
618,Cherry Ave & Blackhawk St,POINT (-87.655618 41.907221),-173.0,False
619,Ogden Ave & Race Ave,POINT (-87.658751 41.891795),485.0,True
620,Sheffield Ave & Kingsbury St,POINT (-87.65310600000001 41.910522),-725.0,False
621,Elston Ave & Wabansia Ave,POINT (-87.664169 41.912919),-212.0,False
622,Halsted St & North Branch St,POINT (-87.64847987500001 41.899368439),-166.0,False
623,Dayton St & North Ave,POINT (-87.649421929 41.910578035),-257.0,False
624,Ogden Ave & Chicago Ave,POINT (-87.654061273 41.896362458),158.0,True
625,Stetson Ave & South Water St,POINT (-87.62232 41.886835),387.0,True
626,Wabash Ave & Wacker Pl,POINT (-87.62603 41.886875),-637.0,False
627,Michigan Ave & Lake St,POINT (-87.624117 41.886024),-1053.0,False
628,Columbus Dr & Randolph St,POINT (-87.61952099999999 41.884728),2120.0,True
629,Clark St & Randolph St,POINT (-87.63188991 41.884576228),-2054.0,False
630,Dusable Harbor,POINT (-87.612813 41.886976),-234.0,False
631,Clark St & Lake St,POINT (-87.630876058 41.886020828),-568.0,False
632,State St & Randolph St,POINT (-87.627733569 41.884730201),-412.0,False
633,Field Blvd & South Water St,POINT (-87.61751654700001 41.886349063),370.0,True
634,2112 W Peterson Ave,POINT (-87.683593 41.991178),-17.0,False
635,Western Ave & Granville Ave,POINT (-87.68943828200001 41.994161369),44.0,True
636,Maplewood Ave & Peterson Ave,POINT (-87.69336964 41.990236029),13.0,True
637,Budlong Woods Library,POINT (-87.69642256100001 41.983664709),9.0,True
638,Kildare Ave & Montrose Ave,POINT (-87.73569000000001 41.96108),-25.0,False
639,Keystone Ave & Montrose Ave,POINT (-87.728970101 41.961108016),41.0,True
640,Central Park Ave & 24th St,POINT (-87.715068 41.8481),33.0,True
641,California Ave & 21st St,POINT (-87.695742399 41.853804066),26.0,True
642,Central Park Ave & Ogden Ave,POINT (-87.715117335 41.854063504),-26.0,False
643,Kedzie Ave & 21st St,POINT (-87.705073032 41.853533632),53.0,True
644,Kedzie Ave & 24th St,POINT (-87.705413746 41.848190945),28.0,True
645,Albany Ave & 26th St,POINT (-87.702013013 41.844475014),-11.0,False
646,Millard Ave & 26th St,POINT (-87.71607220200001 41.8445571),23.0,True
647,California Ave & 26th St,POINT (-87.69529592299999 41.844040031),-34.0,False
648,LaSalle St & Washington St,POINT (-87.63253 41.882664),-1495.0,False
649,Daley Center Plaza,POINT (-87.629634 41.884241),-1273.0,False
650,Michigan Ave & Madison St,POINT (-87.625125 41.882134),-524.0,False
651,Michigan Ave & Washington St,POINT (-87.624683976 41.883984065),-665.0,False
652,Keystone Ave & Fullerton Ave,POINT (-87.72785 41.92459),117.0,True
653,Lake Shore Dr & Monroe St,POINT (-87.616743 41.880958),204.0,True
654,Millennium Park,POINT (-87.62408431999999 41.8810317),-714.0,False
655,Dearborn St & Monroe St,POINT (-87.629520919 41.881319815),-2803.0,False
